run_id,strategy,failure_mode,delivery_ratio,propagation_delay,duplicates,total_forwards,recovery_time,delivered_peers,expected_nodes
exp10,ahbn,node_failure,1.8,0.08284235000610352,26,14,-0.9226129055023193,18,10
